season,date_code,weekending,region,Influenza_Category,Count
2009-2010,200949,12/06/09,California,Influenza_B,0
2009-2010,200949,12/06/09,California,Influenza_Total,201
2009-2010,200949,12/06/09,California,Influenza_Tested,938
2009-2010,200949,12/06/09,Central,Influenza_A,67
2009-2010,200949,12/06/09,Central,Influenza_AH3,0
2009-2010,200949,12/06/09,Central,Influenza_AH1,0
2009-2010,200949,12/06/09,Central,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Central,Influenza_ANotSubtyped,67
2009-2010,200949,12/06/09,Central,Influenza_B,0
2009-2010,200949,12/06/09,Central,Influenza_Total,67
2009-2010,200949,12/06/09,Central,Influenza_Tested,230
2009-2010,200949,12/06/09,Lower Southern,Influenza_A,67
2009-2010,200949,12/06/09,Lower Southern,Influenza_AH3,0
2009-2010,200949,12/06/09,Lower Southern,Influenza_AH1,0
2009-2010,200949,12/06/09,Lower Southern,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Lower Southern,Influenza_ANotSubtyped,67
2009-2010,200949,12/06/09,Lower Southern,Influenza_B,0
2009-2010,200949,12/06/09,Lower Southern,Influenza_Total,67
2009-2010,200949,12/06/09,Lower Southern,Influenza_Tested,270
2009-2010,200949,12/06/09,Northern,Influenza_A,9
2009-2010,200949,12/06/09,Northern,Influenza_AH3,0
2009-2010,200949,12/06/09,Northern,Influenza_AH1,0
2009-2010,200949,12/06/09,Northern,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Northern,Influenza_ANotSubtyped,9
2009-2010,200949,12/06/09,Northern,Influenza_B,0
2009-2010,200949,12/06/09,Northern,Influenza_Total,9
2009-2010,200949,12/06/09,Northern,Influenza_Tested,46
2009-2010,200949,12/06/09,Upper Southern,Influenza_A,18
2009-2010,200949,12/06/09,Upper Southern,Influenza_AH3,1
2009-2010,200949,12/06/09,Upper Southern,Influenza_AH1,0
2009-2010,200949,12/06/09,Upper Southern,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Upper Southern,Influenza_ANotSubtyped,17
2009-2010,200949,12/06/09,Upper Southern,Influenza_B,0
2009-2010,200949,12/06/09,Upper Southern,Influenza_Total,18
2009-2010,200949,12/06/09,Upper Southern,Influenza_Tested,132
2009-2010,200950,12/13/09,Bay Area,Influenza_A,40
2009-2010,200950,12/13/09,Bay Area,Influenza_AH3,0
2009-2010,200950,12/13/09,Bay Area,Influenza_AH1,0
2009-2010,200950,12/13/09,Bay Area,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,Bay Area,Influenza_ANotSubtyped,40
2009-2010,200950,12/13/09,Bay Area,Influenza_B,0
2009-2010,200950,12/13/09,Bay Area,Influenza_Total,40
2009-2010,200950,12/13/09,Bay Area,Influenza_Tested,223
2009-2010,200950,12/13/09,California,Influenza_A,118
2009-2010,200950,12/13/09,California,Influenza_AH3,0
2009-2010,200950,12/13/09,California,Influenza_AH1,0
2009-2010,200950,12/13/09,California,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,California,Influenza_ANotSubtyped,118
2009-2010,200950,12/13/09,California,Influenza_B,0
2009-2010,200950,12/13/09,California,Influenza_Total,118
2009-2010,200950,12/13/09,California,Influenza_Tested,688
2009-2010,200950,12/13/09,Central,Influenza_A,12
2009-2010,200950,12/13/09,Central,Influenza_AH3,0
2009-2010,200950,12/13/09,Central,Influenza_AH1,0
2009-2010,200950,12/13/09,Central,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,Central,Influenza_ANotSubtyped,12
2009-2010,200950,12/13/09,Central,Influenza_B,0
2009-2010,200950,12/13/09,Central,Influenza_Total,12
2009-2010,200950,12/13/09,Central,Influenza_Tested,86
2009-2010,200950,12/13/09,Lower Southern,Influenza_A,42
2009-2010,200950,12/13/09,Lower Southern,Influenza_AH3,0
2009-2010,200950,12/13/09,Lower Southern,Influenza_AH1,0
2009-2010,200950,12/13/09,Lower Southern,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,Lower Southern,Influenza_ANotSubtyped,42
2009-2010,200950,12/13/09,Lower Southern,Influenza_B,0
2009-2010,200950,12/13/09,Lower Southern,Influenza_Total,42
2009-2010,200950,12/13/09,Lower Southern,Influenza_Tested,229
2009-2010,200950,12/13/09,Northern,Influenza_A,7
2009-2010,200950,12/13/09,Northern,Influenza_AH3,0
2009-2010,200950,12/13/09,Northern,Influenza_AH1,0
2009-2010,200950,12/13/09,Northern,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,Northern,Influenza_ANotSubtyped,7
2009-2010,200950,12/13/09,Northern,Influenza_B,0
2009-2010,200950,12/13/09,Northern,Influenza_Total,7
2009-2010,200950,12/13/09,Northern,Influenza_Tested,45
2009-2010,200950,12/13/09,Upper Southern,Influenza_A,17
2009-2010,200950,12/13/09,Upper Southern,Influenza_AH3,0
2009-2010,200950,12/13/09,Upper Southern,Influenza_AH1,0
2009-2010,200950,12/13/09,Upper Southern,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,Upper Southern,Influenza_ANotSubtyped,17
2009-2010,200950,12/13/09,Upper Southern,Influenza_B,0
2009-2010,200950,12/13/09,Upper Southern,Influenza_Total,17
2009-2010,200950,12/13/09,Upper Southern,Influenza_Tested,105
2009-2010,200951,12/20/09,Bay Area,Influenza_A,15
2009-2010,200951,12/20/09,Bay Area,Influenza_AH3,0
2009-2010,200951,12/20/09,Bay Area,Influenza_AH1,0
2009-2010,200951,12/20/09,Bay Area,Influenza_AH1pdm09,0
2009-2010,200951,12/20/09,Bay Area,Influenza_ANotSubtyped,15
2009-2010,200951,12/20/09,Bay Area,Influenza_B,0
2009-2010,200951,12/20/09,Bay Area,Influenza_Total,15
2009-2010,200951,12/20/09,Bay Area,Influenza_Tested,158
2009-2010,200951,12/20/09,California,Influenza_A,63
2009-2010,200951,12/20/09,California,Influenza_AH3,0
2009-2010,200951,12/20/09,California,Influenza_AH1,0
2009-2010,200951,12/20/09,California,Influenza_AH1pdm09,0
2009-2010,200951,12/20/09,California,Influenza_ANotSubtyped,63
2009-2010,200951,12/20/09,California,Influenza_B,0
2009-2010,200951,12/20/09,California,Influenza_Total,63
2009-2010,200951,12/20/09,California,Influenza_Tested,501
2009-2010,200951,12/20/09,Central,Influenza_A,9
2009-2010,200951,12/20/09,Central,Influenza_AH3,0
2009-2010,200951,12/20/09,Central,Influenza_AH1,0
2009-2010,200951,12/20/09,Central,Influenza_AH1pdm09,0
2009-2010,200951,12/20/09,Central,Influenza_ANotSubtyped,9
2009-2010,200951,12/20/09,Central,Influenza_B,0
2009-2010,200951,12/20/09,Central,Influenza_Total,9
2009-2010,200951,12/20/09,Central,Influenza_Tested,91
2009-2010,200951,12/20/09,Lower Southern,Influenza_A,26
2009-2010,200951,12/20/09,Lower Southern,Influenza_AH3,0
2009-2010,200951,12/20/09,Lower Southern,Influenza_AH1,0
2009-2010,200951,12/20/09,Lower Southern,Influenza_AH1pdm09,0
2009-2010,200951,12/20/09,Lower Southern,Influenza_ANotSubtyped,26
2009-2010,200951,12/20/09,Lower Southern,Influenza_B,0
2009-2010,200951,12/20/09,Lower Southern,Influenza_Total,26
2009-2010,200951,12/20/09,Lower Southern,Influenza_Tested,142
2009-2010,200951,12/20/09,Northern,Influenza_A,3
2009-2010,200951,12/20/09,Northern,Influenza_AH3,0
2009-2010,200951,12/20/09,Northern,Influenza_AH1,0
2009-2010,200951,12/20/09,Northern,Influenza_AH1pdm09,0
2009-2010,200951,12/20/09,Northern,Influenza_ANotSubtyped,3
2009-2010,200951,12/20/09,Northern,Influenza_B,0
2009-2010,200951,12/20/09,Northern,Influenza_Total,3
2009-2010,200951,12/20/09,Northern,Influenza_Tested,24
2009-2010,200951,12/20/09,Upper Southern,Influenza_A,10
2009-2010,200951,12/20/09,Upper Southern,Influenza_AH3,0
2009-2010,200951,12/20/09,Upper Southern,Influenza_AH1,0
2009-2010,200951,12/20/09,Upper Southern,Influenza_AH1pdm09,0
2009-2010,200951,12/20/09,Upper Southern,Influenza_ANotSubtyped,10
2009-2010,200951,12/20/09,Upper Southern,Influenza_B,0
2009-2010,200951,12/20/09,Upper Southern,Influenza_Total,10
2009-2010,200951,12/20/09,Upper Southern,Influenza_Tested,86
2009-2010,200952,12/27/09,Bay Area,Influenza_A,11
2009-2010,200952,12/27/09,Bay Area,Influenza_AH3,0
2009-2010,200952,12/27/09,Bay Area,Influenza_AH1,0
2009-2010,200952,12/27/09,Bay Area,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,Bay Area,Influenza_ANotSubtyped,11
2009-2010,200952,12/27/09,Bay Area,Influenza_B,0
2009-2010,200952,12/27/09,Bay Area,Influenza_Total,11
2009-2010,200952,12/27/09,Bay Area,Influenza_Tested,179
2009-2010,200952,12/27/09,California,Influenza_A,45
2009-2010,200952,12/27/09,California,Influenza_AH3,0
2009-2010,200952,12/27/09,California,Influenza_AH1,0
2009-2010,200952,12/27/09,California,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,California,Influenza_ANotSubtyped,45
2009-2010,200952,12/27/09,California,Influenza_B,0
2009-2010,200952,12/27/09,California,Influenza_Total,45
2009-2010,200952,12/27/09,California,Influenza_Tested,522
2009-2010,200952,12/27/09,Central,Influenza_A,7
2009-2010,200952,12/27/09,Central,Influenza_AH3,0
2009-2010,200952,12/27/09,Central,Influenza_AH1,0
2009-2010,200952,12/27/09,Central,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,Central,Influenza_ANotSubtyped,7
2009-2010,200952,12/27/09,Central,Influenza_B,0
2009-2010,200952,12/27/09,Central,Influenza_Total,7
2009-2010,200952,12/27/09,Central,Influenza_Tested,71
2009-2010,200952,12/27/09,Lower Southern,Influenza_A,19
2009-2010,200952,12/27/09,Lower Southern,Influenza_AH3,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_AH1,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_ANotSubtyped,19
2009-2010,200952,12/27/09,Lower Southern,Influenza_B,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_Total,19
2009-2010,200952,12/27/09,Lower Southern,Influenza_Tested,158
2009-2010,200952,12/27/09,Northern,Influenza_A,3
2009-2010,200952,12/27/09,Northern,Influenza_AH3,0
2009-2010,200952,12/27/09,Northern,Influenza_AH1,0
2009-2010,200952,12/27/09,Northern,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,Northern,Influenza_ANotSubtyped,3
2009-2010,200952,12/27/09,Northern,Influenza_B,0
2009-2010,200952,12/27/09,Northern,Influenza_Total,3
2009-2010,200952,12/27/09,Northern,Influenza_Tested,36
2009-2010,200952,12/27/09,Upper Southern,Influenza_A,5
2009-2010,200952,12/27/09,Upper Southern,Influenza_AH3,0
2009-2010,200952,12/27/09,Upper Southern,Influenza_AH1,0
2009-2010,200952,12/27/09,Upper Southern,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,Upper Southern,Influenza_ANotSubtyped,5
2009-2010,200952,12/27/09,Upper Southern,Influenza_B,0
2009-2010,200952,12/27/09,Upper Southern,Influenza_Total,5
2009-2010,200952,12/27/09,Upper Southern,Influenza_Tested,78
2009-2010,201001,01/03/10,Bay Area,Influenza_A,8
2009-2010,201001,01/03/10,Bay Area,Influenza_AH3,0
2009-2010,201001,01/03/10,Bay Area,Influenza_AH1,0
2009-2010,201001,01/03/10,Bay Area,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Bay Area,Influenza_ANotSubtyped,8
2009-2010,201001,01/03/10,Bay Area,Influenza_B,0
2009-2010,201001,01/03/10,Bay Area,Influenza_Total,8
2009-2010,201001,01/03/10,Bay Area,Influenza_Tested,203
2009-2010,201001,01/03/10,California,Influenza_A,35
2009-2010,201001,01/03/10,California,Influenza_AH3,0
2009-2010,201001,01/03/10,California,Influenza_AH1,0
2009-2010,201001,01/03/10,California,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,California,Influenza_ANotSubtyped,35
2009-2010,201001,01/03/10,California,Influenza_B,0
2009-2010,201001,01/03/10,California,Influenza_Total,35
2009-2010,201001,01/03/10,California,Influenza_Tested,585
2009-2010,201001,01/03/10,Central,Influenza_A,5
2009-2010,201001,01/03/10,Central,Influenza_AH3,0
2009-2010,201001,01/03/10,Central,Influenza_AH1,0
2009-2010,201001,01/03/10,Central,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Central,Influenza_ANotSubtyped,5
2009-2010,201001,01/03/10,Central,Influenza_B,0
2009-2010,201001,01/03/10,Central,Influenza_Total,5
2009-2010,201001,01/03/10,Central,Influenza_Tested,61
2009-2010,201001,01/03/10,Lower Southern,Influenza_A,16
2009-2010,201001,01/03/10,Lower Southern,Influenza_AH3,0
2009-2010,201001,01/03/10,Lower Southern,Influenza_AH1,0
2009-2010,201001,01/03/10,Lower Southern,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Lower Southern,Influenza_ANotSubtyped,16
2009-2010,201001,01/03/10,Lower Southern,Influenza_B,0
2009-2010,201001,01/03/10,Lower Southern,Influenza_Total,16
2009-2010,201001,01/03/10,Lower Southern,Influenza_Tested,211
2009-2010,201001,01/03/10,Northern,Influenza_A,1
2009-2010,201001,01/03/10,Northern,Influenza_AH3,0
2009-2010,201001,01/03/10,Northern,Influenza_AH1,0
2009-2010,201001,01/03/10,Northern,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Northern,Influenza_ANotSubtyped,1
2009-2010,201001,01/03/10,Northern,Influenza_B,0
2009-2010,201001,01/03/10,Northern,Influenza_Total,1
2009-2010,201001,01/03/10,Northern,Influenza_Tested,36
2009-2010,201001,01/03/10,Upper Southern,Influenza_A,5
2009-2010,201001,01/03/10,Upper Southern,Influenza_AH3,0
2009-2010,201001,01/03/10,Upper Southern,Influenza_AH1,0
2009-2010,201001,01/03/10,Upper Southern,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Upper Southern,Influenza_ANotSubtyped,5
2009-2010,201001,01/03/10,Upper Southern,Influenza_B,0
2009-2010,201001,01/03/10,Upper Southern,Influenza_Total,5
2009-2010,201001,01/03/10,Upper Southern,Influenza_Tested,74
2009-2010,201002,01/10/10,Bay Area,Influenza_A,16
2009-2010,201002,01/10/10,Bay Area,Influenza_AH3,0
2009-2010,201002,01/10/10,Bay Area,Influenza_AH1,0
2009-2010,201002,01/10/10,Bay Area,Influenza_AH1pdm09,0
2009-2010,201002,01/10/10,Bay Area,Influenza_ANotSubtyped,16
2009-2010,201002,01/10/10,Bay Area,Influenza_B,0
2009-2010,201002,01/10/10,Bay Area,Influenza_Total,16
2009-2010,201002,01/10/10,Bay Area,Influenza_Tested,174
2009-2010,201002,01/10/10,California,Influenza_A,55
2009-2010,201002,01/10/10,California,Influenza_AH3,0
2009-2010,201002,01/10/10,California,Influenza_AH1,0
2009-2010,201002,01/10/10,California,Influenza_AH1pdm09,0
2009-2010,201002,01/10/10,California,Influenza_ANotSubtyped,55
2009-2010,201002,01/10/10,California,Influenza_B,0
2009-2010,201002,01/10/10,California,Influenza_Total,55
2009-2010,201002,01/10/10,California,Influenza_Tested,580
2009-2010,201002,01/10/10,Central,Influenza_A,8
2009-2010,201002,01/10/10,Central,Influenza_AH3,0
2009-2010,201002,01/10/10,Central,Influenza_AH1,0
2009-2010,201002,01/10/10,Central,Influenza_AH1pdm09,0
2009-2010,201002,01/10/10,Central,Influenza_ANotSubtyped,8
2009-2010,201002,01/10/10,Central,Influenza_B,0
2009-2010,201002,01/10/10,Central,Influenza_Total,8
2009-2010,201002,01/10/10,Central,Influenza_Tested,86
2009-2010,201002,01/10/10,Lower Southern,Influenza_A,16
2009-2010,201002,01/10/10,Lower Southern,Influenza_AH3,0
2009-2010,201002,01/10/10,Lower Southern,Influenza_AH1,0
2009-2010,201002,01/10/10,Lower Southern,Influenza_AH1pdm09,0
2009-2010,201002,01/10/10,Lower Southern,Influenza_ANotSubtyped,16
2009-2010,201002,01/10/10,Lower Southern,Influenza_B,0
2009-2010,201002,01/10/10,Lower Southern,Influenza_Total,16
2009-2010,201002,01/10/10,Lower Southern,Influenza_Tested,174
2009-2010,201002,01/10/10,Northern,Influenza_A,8
2009-2010,201002,01/10/10,Northern,Influenza_AH3,0
2009-2010,201002,01/10/10,Northern,Influenza_AH1,0
2009-2010,201002,01/10/10,Northern,Influenza_AH1pdm09,0
2009-2010,201002,01/10/10,Northern,Influenza_ANotSubtyped,8
2009-2010,201002,01/10/10,Northern,Influenza_B,0
2009-2010,201002,01/10/10,Northern,Influenza_Total,8
2009-2010,201002,01/10/10,Northern,Influenza_Tested,45
2009-2010,201002,01/10/10,Upper Southern,Influenza_A,7
2009-2010,201002,01/10/10,Upper Southern,Influenza_AH3,0
2009-2010,201002,01/10/10,Upper Southern,Influenza_AH1,0
2009-2010,201002,01/10/10,Upper Southern,Influenza_AH1pdm09,0
2009-2010,201002,01/10/10,Upper Southern,Influenza_ANotSubtyped,7
2009-2010,201002,01/10/10,Upper Southern,Influenza_B,0
2009-2010,201002,01/10/10,Upper Southern,Influenza_Total,7
2009-2010,201002,01/10/10,Upper Southern,Influenza_Tested,101
2009-2010,201003,01/17/10,Bay Area,Influenza_A,3
2009-2010,201003,01/17/10,Bay Area,Influenza_AH3,0
2009-2010,201003,01/17/10,Bay Area,Influenza_AH1,0
2009-2010,201003,01/17/10,Bay Area,Influenza_AH1pdm09,0
2009-2010,201003,01/17/10,Bay Area,Influenza_ANotSubtyped,3
2009-2010,201003,01/17/10,Bay Area,Influenza_B,0
2009-2010,201003,01/17/10,Bay Area,Influenza_Total,3
2009-2010,201003,01/17/10,Bay Area,Influenza_Tested,144
2009-2010,201003,01/17/10,California,Influenza_A,18
2009-2010,201003,01/17/10,California,Influenza_AH3,0
2009-2010,201003,01/17/10,California,Influenza_AH1,0
2009-2010,201003,01/17/10,California,Influenza_AH1pdm09,0
2009-2010,201003,01/17/10,California,Influenza_ANotSubtyped,18
2009-2010,201003,01/17/10,California,Influenza_B,0
2009-2010,201003,01/17/10,California,Influenza_Total,18
2009-2010,201003,01/17/10,California,Influenza_Tested,421
2009-2010,201003,01/17/10,Central,Influenza_A,3
2009-2010,201003,01/17/10,Central,Influenza_AH3,0
2009-2010,201003,01/17/10,Central,Influenza_AH1,0
2009-2010,201003,01/17/10,Central,Influenza_AH1pdm09,0
2009-2010,201003,01/17/10,Central,Influenza_ANotSubtyped,3
2009-2010,201003,01/17/10,Central,Influenza_B,0
2009-2010,201003,01/17/10,Central,Influenza_Total,3
2009-2010,201003,01/17/10,Central,Influenza_Tested,61
2009-2010,201003,01/17/10,Lower Southern,Influenza_A,7
2009-2010,201003,01/17/10,Lower Southern,Influenza_AH3,0
2009-2010,201003,01/17/10,Lower Southern,Influenza_AH1,0
2009-2010,201003,01/17/10,Lower Southern,Influenza_AH1pdm09,0
2009-2010,201003,01/17/10,Lower Southern,Influenza_ANotSubtyped,7
2009-2010,201003,01/17/10,Lower Southern,Influenza_B,0
2009-2010,201003,01/17/10,Lower Southern,Influenza_Total,7
2009-2010,201003,01/17/10,Lower Southern,Influenza_Tested,101
2009-2010,201003,01/17/10,Northern,Influenza_A,1
2009-2010,201003,01/17/10,Northern,Influenza_AH3,0
2009-2010,201003,01/17/10,Northern,Influenza_AH1,0
2009-2010,201003,01/17/10,Northern,Influenza_AH1pdm09,0
2009-2010,201003,01/17/10,Northern,Influenza_ANotSubtyped,1
2009-2010,201003,01/17/10,Northern,Influenza_B,0
2009-2010,201003,01/17/10,Northern,Influenza_Total,1
2009-2010,201003,01/17/10,Northern,Influenza_Tested,37
2009-2010,201003,01/17/10,Upper Southern,Influenza_A,4
2009-2010,201003,01/17/10,Upper Southern,Influenza_AH3,0
2009-2010,201003,01/17/10,Upper Southern,Influenza_AH1,0
2009-2010,201003,01/17/10,Upper Southern,Influenza_AH1pdm09,0
2009-2010,201003,01/17/10,Upper Southern,Influenza_ANotSubtyped,4
2009-2010,201003,01/17/10,Upper Southern,Influenza_B,0
2009-2010,201003,01/17/10,Upper Southern,Influenza_Total,4
2009-2010,201003,01/17/10,Upper Southern,Influenza_Tested,78
2009-2010,201004,01/24/10,Bay Area,Influenza_A,4
2009-2010,201004,01/24/10,Bay Area,Influenza_AH3,0
2009-2010,201004,01/24/10,Bay Area,Influenza_AH1,0
2009-2010,201004,01/24/10,Bay Area,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Bay Area,Influenza_ANotSubtyped,4
2009-2010,201004,01/24/10,Bay Area,Influenza_B,0
2009-2010,201004,01/24/10,Bay Area,Influenza_Total,4
2009-2010,201004,01/24/10,Bay Area,Influenza_Tested,143
2009-2010,201004,01/24/10,California,Influenza_A,29
2009-2010,201004,01/24/10,California,Influenza_AH3,0
2009-2010,201004,01/24/10,California,Influenza_AH1,0
2009-2010,201004,01/24/10,California,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,California,Influenza_ANotSubtyped,29
2009-2010,201004,01/24/10,California,Influenza_B,1
2009-2010,201004,01/24/10,California,Influenza_Total,30
2009-2010,201004,01/24/10,California,Influenza_Tested,417
2009-2010,201004,01/24/10,Central,Influenza_A,15
2009-2010,201004,01/24/10,Central,Influenza_AH3,0
2009-2010,201004,01/24/10,Central,Influenza_AH1,0
2009-2010,201004,01/24/10,Central,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Central,Influenza_ANotSubtyped,15
2009-2010,201004,01/24/10,Central,Influenza_B,0
2009-2010,201004,01/24/10,Central,Influenza_Total,15
2009-2010,201004,01/24/10,Central,Influenza_Tested,70
2009-2010,201004,01/24/10,Lower Southern,Influenza_A,7
2009-2010,201004,01/24/10,Lower Southern,Influenza_AH3,0
2009-2010,201004,01/24/10,Lower Southern,Influenza_AH1,0
2009-2010,201004,01/24/10,Lower Southern,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Lower Southern,Influenza_ANotSubtyped,7
2009-2010,201004,01/24/10,Lower Southern,Influenza_B,0
2009-2010,201004,01/24/10,Lower Southern,Influenza_Total,7
2009-2010,201004,01/24/10,Lower Southern,Influenza_Tested,118
2009-2010,201004,01/24/10,Northern,Influenza_A,1
2009-2010,201004,01/24/10,Northern,Influenza_AH3,0
2009-2010,201004,01/24/10,Northern,Influenza_AH1,0
2009-2010,201004,01/24/10,Northern,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Northern,Influenza_ANotSubtyped,1
2009-2010,201004,01/24/10,Northern,Influenza_B,0
2009-2010,201004,01/24/10,Northern,Influenza_Total,1
2009-2010,201004,01/24/10,Northern,Influenza_Tested,45
